city,state,shape,Sight_Date,Sight_Time,Sight_Weekday,Sight_Day,Sight_Month
Greenville County,SC,Oval,2013-05-15,00:30:00,Wednesday,15,5
Captiva,FL,Light,2013-05-15,00:00:00,Wednesday,15,5
Mashpee,MA,Other,2013-05-15,00:00:00,Wednesday,15,5
Carrollton,MO,Circle,2013-05-14,23:00:00,Tuesday,14,5
Concord,NC,Light,2013-05-14,22:59:00,Tuesday,14,5
Florence,MT,Light,2013-05-14,21:30:00,Tuesday,14,5
Reidsville,NC,Other,2013-05-14,21:00:00,Tuesday,14,5
Franklin,TN,Triangle,2013-05-14,21:00:00,Tuesday,14,5
Princeton,WV,Formation,2013-05-14,20:45:00,Tuesday,14,5
Parkersburg,WV,Cigar,2013-05-14,20:15:00,Tuesday,14,5
Highland Mills,NY,Light,2013-05-14,04:00:00,Tuesday,14,5
Charlotte,NC,Light,2013-05-14,04:00:00,Tuesday,14,5
Lebanon,KY,Other,2013-05-14,03:15:00,Tuesday,14,5
Fremont County,CO,Fireball,2013-05-14,01:15:00,Tuesday,14,5
Columbus,OH,Changing,2013-05-13,23:00:00,Monday,13,5
San Diego,CA,Light,2013-05-13,22:35:00,Monday,13,5
California,MO,Circle,2013-05-13,22:00:00,Monday,13,5
Portland,OR,Rectangle,2013-05-13,22:00:00,Monday,13,5
Oxnard,CA,Fireball,2013-05-13,21:34:00,Monday,13,5
Plant City,FL,Fireball,2013-05-13,21:30:00,Monday,13,5
Northfield,NJ,Light,2013-05-13,21:00:00,Monday,13,5
Owensboro,KY,Light,2013-05-13,20:06:00,Monday,13,5
Area 51 (general area; in flight),AZ,Changing,2013-05-13,17:00:00,Monday,13,5
Ogilvie,MN,Light,2013-05-12,23:35:00,Sunday,12,5
Rockford,IL,Fireball,2013-05-12,22:30:00,Sunday,12,5
San Diego,CA,Other,2013-05-12,22:00:00,Sunday,12,5
Greenville,SC,Light,2013-05-12,21:45:00,Sunday,12,5
Brunswick,OH,Light,2013-05-12,21:40:00,Sunday,12,5
Salem,OR,Circle,2013-05-12,21:20:00,Sunday,12,5
Dedham,MA,Cigar,2013-05-12,18:00:00,Sunday,12,5
San Francisco,CA,Sphere,2013-05-12,14:25:00,Sunday,12,5
Joliet,IL,Formation,2013-05-12,01:29:00,Sunday,12,5
Spokane,WA,Circle,2013-05-12,00:10:00,Sunday,12,5
Ridgewood (Queens),NY,Circle,2013-05-11,23:58:00,Saturday,11,5
Denver,CO,Circle,2013-05-11,23:00:00,Saturday,11,5
Frankfort,IL,Triangle,2013-05-11,23:00:00,Saturday,11,5
Irvine,CA,Oval,2013-05-11,22:30:00,Saturday,11,5
Phoenix,AZ,Formation,2013-05-11,22:15:00,Saturday,11,5
Lake Michigan (over),MI,Circle,2013-05-11,22:15:00,Saturday,11,5
Flagstaff,AZ,Light,2013-05-11,22:00:00,Saturday,11,5
Ainsworth,IA,Triangle,2013-05-11,22:00:00,Saturday,11,5
Bolivar,OH,Light,2013-05-11,21:56:00,Saturday,11,5
South Gate,CA,Fireball,2013-05-11,21:35:00,Saturday,11,5
Bandon,OR,Sphere,2013-05-11,21:25:00,Saturday,11,5
Granite Bay,CA,Fireball,2013-05-11,21:15:00,Saturday,11,5
Orlando,FL,Light,2013-05-11,21:05:00,Saturday,11,5
Bandon,OR,Sphere,2013-05-11,21:00:00,Saturday,11,5
Wallingford,CT,Light,2013-05-11,21:00:00,Saturday,11,5
Miami,FL,Sphere,2013-05-11,19:00:00,Saturday,11,5
Chandler,AZ,Light,2013-05-11,19:00:00,Saturday,11,5
Henderson,CO,Circle,2013-05-11,15:54:00,Saturday,11,5
Frisco,CO,Other,2013-05-11,11:16:00,Saturday,11,5
Dugway,UT,Other,2013-05-11,07:37:00,Saturday,11,5
Los Angeles,CA,Oval,2013-05-11,07:10:00,Saturday,11,5
Steamboat Springs,CO,Fireball,2013-05-11,00:00:00,Saturday,11,5
Stamford,CT,Fireball,2013-05-10,22:27:00,Friday,10,5
Bullhead,AZ,Triangle,2013-05-10,22:00:00,Friday,10,5
Huntsville,AL,Light,2013-05-10,22:00:00,Friday,10,5
Appleton,WI,Formation,2013-05-10,22:00:00,Friday,10,5
St. George (NW of),UT,Disk,2013-05-10,21:40:00,Friday,10,5
Des Moines,IA,Triangle,2013-05-10,21:09:00,Friday,10,5
New Haven,CT,Changing,2013-05-10,21:00:00,Friday,10,5
Norwalk,CA,Oval,2013-05-10,20:45:00,Friday,10,5
Boone,IA,Light,2013-05-10,19:00:00,Friday,10,5
Corpus Christi,TX,Disk,2013-05-10,16:50:00,Friday,10,5
Los Angeles,CA,Triangle,2013-05-10,14:00:00,Friday,10,5
Lumberton,NJ,Disk,2013-05-10,13:00:00,Friday,10,5
Pittsburgh,PA,Circle,2013-05-09,23:40:00,Thursday,9,5
Canton,GA,Oval,2013-05-09,21:45:00,Thursday,9,5
Florence,SC,Circle,2013-05-09,21:39:00,Thursday,9,5
St. Charles,MO,Triangle,2013-05-09,21:05:00,Thursday,9,5
Laguna Niguel,CA,Other,2013-05-09,20:30:00,Thursday,9,5
Bowling Green,FL,Fireball,2013-05-09,09:30:00,Thursday,9,5
Mishawaka,IN,Triangle,2013-05-09,02:32:00,Thursday,9,5
Glen Burnie,MD,Oval,2013-05-09,00:00:00,Thursday,9,5
Meadowview,VA,Triangle,2013-05-08,23:41:00,Wednesday,8,5
Upper Lake,CA,Light,2013-05-08,23:00:00,Wednesday,8,5
Palm Desert,CA,Changing,2013-05-08,22:45:00,Wednesday,8,5
Nassau County,NY,Circle,2013-05-08,22:45:00,Wednesday,8,5
Egg Harbor Township,NJ,Fireball,2013-05-08,22:10:00,Wednesday,8,5
Lubbock,TX,Light,2013-05-08,22:00:00,Wednesday,8,5
Onaway,MI,Triangle,2013-05-08,21:47:00,Wednesday,8,5
Lake Placid,FL,Light,2013-05-08,20:50:00,Wednesday,8,5
Springfield,IL,Triangle,2013-05-08,00:00:00,Wednesday,8,5
Albany,OR,Formation,2013-05-07,23:30:00,Tuesday,7,5
Lima,OH,Fireball,2013-05-07,23:00:00,Tuesday,7,5
Branford,CT,Light,2013-05-07,22:45:00,Tuesday,7,5
Coatesville,PA,Circle,2013-05-07,22:00:00,Tuesday,7,5
Country Club Hills,IL,Flash,2013-05-07,22:00:00,Tuesday,7,5
Villa Ridge,MO,Circle,2013-05-07,21:24:00,Tuesday,7,5
Three-Points,AZ,Circle,2013-05-07,21:00:00,Tuesday,7,5
Pell City,AL,Oval,2013-05-07,18:00:00,Tuesday,7,5
Santee,CA,Disk,2013-05-07,14:30:00,Tuesday,7,5
San Francisco,CA,Light,2013-05-07,01:40:00,Tuesday,7,5
Federal Way,WA,Fireball,2013-05-06,23:26:00,Monday,6,5
Cresco,IA,Triangle,2013-05-06,23:00:00,Monday,6,5
St. Albans,VT,Disk,2013-05-06,22:00:00,Monday,6,5
Gardner,MA,Light,2013-05-06,16:50:00,Monday,6,5
Florence,SC,Changing,2013-05-06,05:45:00,Monday,6,5
Orlando,FL,Formation,2013-05-06,05:30:00,Monday,6,5
Yukon,OK,Rectangle,2013-05-05,23:30:00,Sunday,5,5
West Haven,UT,Fireball,2013-05-05,23:00:00,Sunday,5,5
Auburn,WA,Sphere,2013-05-05,22:00:00,Sunday,5,5
Austin,TX,Triangle,2013-05-05,22:00:00,Sunday,5,5
Wylie,TX,Triangle,2013-05-05,21:30:00,Sunday,5,5
Hollywood,FL,Light,2013-05-05,21:15:00,Sunday,5,5
Boca Raton,FL,Fireball,2013-05-05,21:10:00,Sunday,5,5
Lafayette,LA,Circle,2013-05-05,19:20:00,Sunday,5,5
Danvers,MA,Oval,2013-05-05,16:00:00,Sunday,5,5
Pittsfield,MA,Triangle,2013-05-05,12:00:00,Sunday,5,5
La Crosse,WI,Light,2013-05-05,00:30:00,Sunday,5,5
Midlothian,IL,Oval,2013-05-05,00:00:00,Sunday,5,5
Rio Verde,AZ,Circle,2013-05-05,00:00:00,Sunday,5,5
Austin,TX,Other,2013-05-04,23:50:00,Saturday,4,5
Big Bay,MI,Circle,2013-05-04,23:50:00,Saturday,4,5
Florence,OR,Light,2013-05-04,23:30:00,Saturday,4,5
Huntington Beach,CA,Fireball,2013-05-04,23:00:00,Saturday,4,5
Laveen,AZ,Formation,2013-05-04,23:00:00,Saturday,4,5
Boynton Beach,FL,Fireball,2013-05-04,22:30:00,Saturday,4,5
Grand Rapids,MI,Other,2013-05-04,22:30:00,Saturday,4,5
Greenwood,IN,Fireball,2013-05-04,22:00:00,Saturday,4,5
Montgomery,TX,Circle,2013-05-04,22:00:00,Saturday,4,5
Eagle,ID,Rectangle,2013-05-04,22:00:00,Saturday,4,5
O'Fallon,IL,Flash,2013-05-04,22:00:00,Saturday,4,5
Portland,OR,Light,2013-05-04,22:00:00,Saturday,4,5
Newport,OR,Fireball,2013-05-04,21:53:00,Saturday,4,5
Austin,TX,Triangle,2013-05-04,21:35:00,Saturday,4,5
Joliet,IL,Fireball,2013-05-04,21:30:00,Saturday,4,5
Williamsville,NY,Oval,2013-05-04,21:30:00,Saturday,4,5
Aurora,OR,Triangle,2013-05-04,21:10:00,Saturday,4,5
Ft. Myers Beach,FL,Sphere,2013-05-04,21:05:00,Saturday,4,5
Sacramento,CA,Light,2013-05-04,21:00:00,Saturday,4,5
Brunswick,OH,Fireball,2013-05-04,21:00:00,Saturday,4,5
Sycamore,IL,Fireball,2013-05-04,21:00:00,Saturday,4,5
Mcelhattan,PA,Sphere,2013-05-04,21:00:00,Saturday,4,5
Aloha,OR,Formation,2013-05-04,21:00:00,Saturday,4,5
Furlong,PA,Other,2013-05-04,20:45:00,Saturday,4,5
Florissant,MO,Fireball,2013-05-04,20:30:00,Saturday,4,5
Manchester,NH,Light,2013-05-04,20:30:00,Saturday,4,5
Windham,ME,Fireball,2013-05-04,20:00:00,Saturday,4,5
Ithaca,NY,Circle,2013-05-04,09:45:00,Saturday,4,5
Lyons,KS,Circle,2013-05-04,04:30:00,Saturday,4,5
Hooksett,NH,Fireball,2013-05-04,03:18:00,Saturday,4,5
Reno,NV,Oval,2013-05-04,03:00:00,Saturday,4,5
Marina Del Rey,CA,Fireball,2013-05-04,00:13:00,Saturday,4,5
Belchertown,MA,Fireball,2013-05-03,23:00:00,Friday,3,5
Mission Viejo,CA,Sphere,2013-05-03,22:30:00,Friday,3,5
Elverson,PA,Light,2013-05-03,22:05:00,Friday,3,5
Burlington,WA,Sphere,2013-05-03,21:45:00,Friday,3,5
San Tan Valley,AZ,Circle,2013-05-03,21:45:00,Friday,3,5
Fredericksburg,VA,Light,2013-05-03,21:23:00,Friday,3,5
Huntington Beach,CA,Triangle,2013-05-03,21:15:00,Friday,3,5
Riverton,UT,Formation,2013-05-03,21:00:00,Friday,3,5
Furlong,PA,Sphere,2013-05-03,21:00:00,Friday,3,5
Exton,PA,Light,2013-05-03,21:00:00,Friday,3,5
Riverton,UT,Circle,2013-05-03,21:00:00,Friday,3,5
Hiawatha/Cedar Rapids,IA,Triangle,2013-05-03,20:00:00,Friday,3,5
West Jordan,UT,Triangle,2013-05-03,13:30:00,Friday,3,5
Richmond,VA,Fireball,2013-05-03,08:45:00,Friday,3,5
Barre,VT,Light,2013-05-03,08:30:00,Friday,3,5
Venice,CA,Fireball,2013-05-03,02:30:00,Friday,3,5
Seattle,WA,Other,2013-05-03,01:05:00,Friday,3,5
Hobart,IN,Circle,2013-05-02,21:00:00,Thursday,2,5
Honolulu,HI,Other,2013-05-02,21:00:00,Thursday,2,5
Gillette,WY,Light,2013-05-02,19:45:00,Thursday,2,5
Littleton,CO,Circle,2013-05-02,16:17:00,Thursday,2,5
Fort Dodge,IA,Flash,2013-05-02,02:15:00,Thursday,2,5
Toledo,OH,Oval,2013-05-01,22:00:00,Wednesday,1,5
Towanda,IL,Fireball,2013-05-01,21:53:00,Wednesday,1,5
Essex Junction,VT,Oval,2013-05-01,21:43:00,Wednesday,1,5
Sauk City,WI,Oval,2013-05-01,21:30:00,Wednesday,1,5
Merrimack,NH,Sphere,2013-05-01,21:30:00,Wednesday,1,5
Elmont,NY,Triangle,2013-05-01,21:25:00,Wednesday,1,5
Dacula,GA,Fireball,2013-05-01,20:20:00,Wednesday,1,5
New Haven,CT,Other,2013-05-01,20:00:00,Wednesday,1,5
New York City (Manhattan),NY,Flash,2013-05-01,14:00:00,Wednesday,1,5
Grass Valley,CA,Other,2013-05-01,10:10:00,Wednesday,1,5
Stillwater,OK,Light,2013-05-01,03:20:00,Wednesday,1,5
Rockville,MD,Triangle,2013-05-01,00:00:00,Wednesday,1,5
Covington,PA,Sphere,2013-05-01,00:00:00,Wednesday,1,5
Harison,MT,Light,2013-06-30,23:00:00,Sunday,30,6
Detroit,MI,Circle,2013-06-30,23:00:00,Sunday,30,6
Plum,PA,Fireball,2013-06-30,22:50:00,Sunday,30,6
Hershey,NE,Rectangle,2013-06-30,22:35:00,Sunday,30,6
Prescott,AZ,Fireball,2013-06-30,22:30:00,Sunday,30,6
Mt. Lebanon/Pittsburgh,PA,Fireball,2013-06-30,22:00:00,Sunday,30,6
Appleton,WI,Light,2013-06-30,22:00:00,Sunday,30,6
San Francisco,CA,Fireball,2013-06-30,21:00:00,Sunday,30,6
Hacienda Heights,CA,Light,2013-06-30,20:30:00,Sunday,30,6
Jackson,NJ,Other,2013-06-30,20:20:00,Sunday,30,6
Central,SC,Oval,2013-06-30,18:30:00,Sunday,30,6
Huntsville,AL,Sphere,2013-06-30,14:00:00,Sunday,30,6
((Unknown)),NJ,Circle,2013-06-30,14:00:00,Sunday,30,6
Olallie Lake,OR,Disk,2013-06-30,13:12:00,Sunday,30,6
Wesleyville,PA,Other,2013-06-30,03:19:00,Sunday,30,6
Sheffield,AL,Triangle,2013-06-30,02:30:00,Sunday,30,6
Las Vegas,NV,Fireball,2013-06-30,00:00:00,Sunday,30,6
Vallejo,CA,Other,2013-06-30,00:00:00,Sunday,30,6
Boulder City,ID,Cigar,2013-06-30,00:00:00,Sunday,30,6
Mayfeld,KY,Other,2013-06-30,00:00:00,Sunday,30,6
Chesterfield,VA,Light,2013-06-29,23:44:00,Saturday,29,6
Robesonia,PA,Flash,2013-06-29,23:30:00,Saturday,29,6
Gas City,IN,Fireball,2013-06-29,23:15:00,Saturday,29,6
Reston,VA,Light,2013-06-29,23:00:00,Saturday,29,6
Murfreesboro,TN,Fireball,2013-06-29,23:00:00,Saturday,29,6
River Falls,WI,Light,2013-06-29,22:30:00,Saturday,29,6
St. Paul,MN,Other,2013-06-29,22:30:00,Saturday,29,6
Minong,WI,Light,2013-06-29,22:30:00,Saturday,29,6
Middletown,PA,Light,2013-06-29,22:15:00,Saturday,29,6
Edmonds,WA,Light,2013-06-29,22:10:00,Saturday,29,6
St. George Island,FL,Circle,2013-06-29,22:00:00,Saturday,29,6
Springfield,OH,Fireball,2013-06-29,21:50:00,Saturday,29,6
Baldwinsville,NY,Sphere,2013-06-29,21:40:00,Saturday,29,6
Baldwinsville,NY,Circle,2013-06-29,21:40:00,Saturday,29,6
Lake Wales,FL,Sphere,2013-06-29,21:38:00,Saturday,29,6
D'Iberville,MS,Light,2013-06-29,21:30:00,Saturday,29,6
Newtown,PA,Light,2013-06-29,21:30:00,Saturday,29,6
Elizabeth City,NC,Other,2013-06-29,21:00:00,Saturday,29,6
Stanton,IA,Sphere,2013-06-29,20:38:00,Saturday,29,6
Chattanooga,TN,Triangle,2013-06-29,18:50:00,Saturday,29,6
Gig Harbor,WA,Disk,2013-06-29,15:00:00,Saturday,29,6
Spring City,TN,Oval,2013-06-29,06:07:00,Saturday,29,6
Polson,MT,Fireball,2013-06-29,00:15:00,Saturday,29,6
Noblesville,IN,Circle,2013-06-29,00:00:00,Saturday,29,6
Plummer,ID,Fireball,2013-06-28,23:35:00,Friday,28,6
Austin,TX,Light,2013-06-28,23:15:00,Friday,28,6
Schaumburg,IL,Light,2013-06-28,23:15:00,Friday,28,6
Nicholasville,KY,Fireball,2013-06-28,23:00:00,Friday,28,6
Meridian,ID,Fireball,2013-06-28,22:40:00,Friday,28,6
Littleton,CO,Circle,2013-06-28,22:30:00,Friday,28,6
Parkdale,OR,Triangle,2013-06-28,22:30:00,Friday,28,6
Cleveland Heights,OH,Circle,2013-06-28,22:10:00,Friday,28,6
Forsyth,MO,Oval,2013-06-28,22:05:00,Friday,28,6
Covina,CA,Oval,2013-06-28,22:00:00,Friday,28,6
Wichita Falls,TX,Light,2013-06-28,21:45:00,Friday,28,6
Goodyear,AZ,Light,2013-06-28,20:15:00,Friday,28,6
Lowell,MA,Rectangle,2013-06-28,20:00:00,Friday,28,6
Seattle,WA,Other,2013-06-28,13:25:00,Friday,28,6
Parkersburg,WV,Circle,2013-06-28,01:30:00,Friday,28,6
Alpine,CA,Other,2013-06-27,23:55:00,Thursday,27,6
Seattle,WA,Light,2013-06-27,23:00:00,Thursday,27,6
Springdale,AR,Fireball,2013-06-27,22:50:00,Thursday,27,6
Evergreen,CO,Triangle,2013-06-27,22:30:00,Thursday,27,6
Minnetrista,MN,Light,2013-06-27,22:15:00,Thursday,27,6
Independence,KY,Rectangle,2013-06-27,22:15:00,Thursday,27,6
Gretna,NE,Light,2013-06-27,21:54:00,Thursday,27,6
Sulphur Springs,TX,Light,2013-06-27,21:45:00,Thursday,27,6
Independence,KY,Sphere,2013-06-27,21:45:00,Thursday,27,6
Stephens City,VA,Light,2013-06-27,21:42:00,Thursday,27,6
Buckeye,AZ,Light,2013-06-27,21:30:00,Thursday,27,6
Clearwater,FL,Triangle,2013-06-27,21:20:00,Thursday,27,6
Clearwater,FL,Circle,2013-06-27,20:30:00,Thursday,27,6
Longmont,CO,Changing,2013-06-27,11:00:00,Thursday,27,6
Lakeview (north of; Hwy 140/395),OR,Circle,2013-06-26,22:30:00,Wednesday,26,6
Beacon Falls,CT,Light,2013-06-26,21:35:00,Wednesday,26,6
Santa Cruz,CA,Light,2013-06-26,21:30:00,Wednesday,26,6
Omaha,NE,Light,2013-06-26,04:00:00,Wednesday,26,6
Dayton,OH,Fireball,2013-06-26,01:00:00,Wednesday,26,6
Cinnaminson,NJ,Light,2013-06-26,00:00:00,Wednesday,26,6
Escalon,CA,Light,2013-06-26,00:00:00,Wednesday,26,6
Williamsport,PA,Fireball,2013-06-25,23:45:00,Tuesday,25,6
Ogdensburg,NY,Light,2013-06-25,23:20:00,Tuesday,25,6
Redding,CT,Formation,2013-06-25,23:00:00,Tuesday,25,6
Arlington,VA,Fireball,2013-06-25,23:00:00,Tuesday,25,6
Temecula,CA,Circle,2013-06-25,23:00:00,Tuesday,25,6
Middletown,OH,Changing,2013-06-25,22:30:00,Tuesday,25,6
Bellport,NY,Circle,2013-06-25,22:00:00,Tuesday,25,6
Parkland,FL,Sphere,2013-06-25,21:30:00,Tuesday,25,6
Miami,FL,Light,2013-06-25,21:20:00,Tuesday,25,6
Las Vegas,NV,Light,2013-06-25,21:11:00,Tuesday,25,6
Hemet,CA,Fireball,2013-06-25,21:00:00,Tuesday,25,6
Lexington (west of),TX,Light,2013-06-25,21:00:00,Tuesday,25,6
Lakeland,TN,Circle,2013-06-25,20:52:00,Tuesday,25,6
Beaver Falls,PA,Light,2013-06-25,17:00:00,Tuesday,25,6
Kannapolis,NC,Circle,2013-06-25,16:20:00,Tuesday,25,6
Nashville,TN,Formation,2013-06-25,12:00:00,Tuesday,25,6
Leitchfield,KY,Other,2013-06-25,04:25:00,Tuesday,25,6
Arkdale,WI,Flash,2013-06-25,01:00:00,Tuesday,25,6
Louisville,KY,Oval,2013-06-25,00:00:00,Tuesday,25,6
Custer,MT,Light,2013-06-24,23:58:00,Monday,24,6
Bertram,TX,Light,2013-06-24,22:03:00,Monday,24,6
Cincinnati,OH,Fireball,2013-06-24,22:00:00,Monday,24,6
Captiva,FL,Light,2013-06-24,22:00:00,Monday,24,6
Liberty,OH,Sphere,2013-06-24,22:00:00,Monday,24,6
Myrtle Point,OR,Oval,2013-06-24,22:00:00,Monday,24,6
Hartman,AR,Sphere,2013-06-24,22:00:00,Monday,24,6
Independence,VA,Circle,2013-06-24,21:00:00,Monday,24,6
Greensboro,NC,Triangle,2013-06-24,21:00:00,Monday,24,6
Morgan,MN,Fireball,2013-06-24,02:30:00,Monday,24,6
Worthington,OH,Other,2013-06-23,23:26:00,Sunday,23,6
Lahaina,HI,Fireball,2013-06-23,23:00:00,Sunday,23,6
Colorado Springs,CO,Light,2013-06-23,22:55:00,Sunday,23,6
Roxboro,NC,Triangle,2013-06-23,22:30:00,Sunday,23,6
Houston,TX,Light,2013-06-23,21:48:00,Sunday,23,6
Portland,TN,Light,2013-06-23,21:15:00,Sunday,23,6
Baker,CA,Fireball,2013-06-23,21:08:00,Sunday,23,6
Fort Lauderdale,FL,Light,2013-06-23,21:00:00,Sunday,23,6
Los Angeles,CA,Circle,2013-06-23,21:00:00,Sunday,23,6
Bossier City,LA,Light,2013-06-23,21:00:00,Sunday,23,6
Miami,FL,Flash,2013-06-23,21:00:00,Sunday,23,6
Tybee Island,GA,Fireball,2013-06-23,20:45:00,Sunday,23,6
Anderson,SC,Other,2013-06-23,19:00:00,Sunday,23,6
Seal Beach,CA,Sphere,2013-06-23,11:50:00,Sunday,23,6
Big Bear,CA,Light,2013-06-23,11:30:00,Sunday,23,6
Crestwood,IL,Other,2013-06-23,01:26:00,Sunday,23,6
Las Vegas,NV,Triangle,2013-06-23,01:00:00,Sunday,23,6
Centerville,OH,Fireball,2013-06-23,00:50:00,Sunday,23,6
Portland,OR,Other,2013-06-23,00:21:00,Sunday,23,6
Santee,CA,Circle,2013-06-23,00:05:00,Sunday,23,6
Grove City,PA,Light,2013-06-22,23:30:00,Saturday,22,6
Newark,OH,Fireball,2013-06-22,23:15:00,Saturday,22,6
Guilford,CT,Sphere,2013-06-22,23:07:00,Saturday,22,6
Creston,IA,Light,2013-06-22,23:00:00,Saturday,22,6
Meadows of Dan,VA,Sphere,2013-06-22,23:00:00,Saturday,22,6
Eureka,CA,Light,2013-06-22,22:55:00,Saturday,22,6
Cape Charles,VA,Changing,2013-06-22,22:47:00,Saturday,22,6
Bellevue,OH,Circle,2013-06-22,22:38:00,Saturday,22,6
Barker,NY,Fireball,2013-06-22,22:35:00,Saturday,22,6
Nampa,ID,Light,2013-06-22,22:30:00,Saturday,22,6
Richmond,IN,Circle,2013-06-22,22:30:00,Saturday,22,6
Bushkill,PA,Fireball,2013-06-22,22:30:00,Saturday,22,6
Independence,OH,Fireball,2013-06-22,22:20:00,Saturday,22,6
San Bernardino,CA,Circle,2013-06-22,22:20:00,Saturday,22,6
Rowayton,CT,Circle,2013-06-22,22:15:00,Saturday,22,6
Citrus Heights,CA,Fireball,2013-06-22,22:10:00,Saturday,22,6
North Haven,CT,Circle,2013-06-22,22:00:00,Saturday,22,6
Fairmont,WV,Fireball,2013-06-22,22:00:00,Saturday,22,6
Iron Mountain,MI,Light,2013-06-22,22:00:00,Saturday,22,6
Norwalk,CT,Other,2013-06-22,22:00:00,Saturday,22,6
Versailles,KY,Circle,2013-06-22,22:00:00,Saturday,22,6
Northampton,MA,Oval,2013-06-22,22:00:00,Saturday,22,6
Albany,NY,Fireball,2013-06-22,22:00:00,Saturday,22,6
Worthington,OH,Fireball,2013-06-22,21:45:00,Saturday,22,6
New York City (Brooklyn),NY,Other,2013-06-22,21:33:00,Saturday,22,6
Nolensville,TN,Fireball,2013-06-22,21:30:00,Saturday,22,6
Poulsbo,WA,Oval,2013-06-22,21:30:00,Saturday,22,6
Crystal River,FL,Sphere,2013-06-22,21:20:00,Saturday,22,6
Roswell,GA,Fireball,2013-06-22,21:00:00,Saturday,22,6
Yorba Linda,CA,Light,2013-06-22,21:00:00,Saturday,22,6
Winchester,VA,Disk,2013-06-22,21:00:00,Saturday,22,6
Waikoloa,HI,Fireball,2013-06-22,19:30:00,Saturday,22,6
Stead,NV,Circle,2013-06-22,17:00:00,Saturday,22,6
Fishers,IN,Disk,2013-06-22,16:30:00,Saturday,22,6
Harlan,KY,Sphere,2013-06-22,16:00:00,Saturday,22,6
Fort Flagler State Park,WA,Disk,2013-06-22,16:00:00,Saturday,22,6
Woodbury,CT,Light,2013-06-22,04:30:00,Saturday,22,6
Mt. Shasta,CA,Sphere,2013-06-22,03:30:00,Saturday,22,6
Northville,MI,Light,2013-06-22,02:00:00,Saturday,22,6
Chehalis,WA,Oval,2013-06-22,01:05:00,Saturday,22,6
West Chester,OH,Fireball,2013-06-22,00:00:00,Saturday,22,6
Grand Rapids,MI,Fireball,2013-06-21,23:55:00,Friday,21,6
Portland,OR,Circle,2013-06-21,23:50:00,Friday,21,6
Barrington,IL,Circle,2013-06-21,23:15:00,Friday,21,6
Loganville,GA,Fireball,2013-06-21,23:08:00,Friday,21,6
Swampscott,MA,Light,2013-06-21,23:00:00,Friday,21,6
Parkersburg,WV,Light,2013-06-21,22:50:00,Friday,21,6
Macomb,MI,Disk,2013-06-21,22:50:00,Friday,21,6
Centerville,GA,Disk,2013-06-21,22:42:00,Friday,21,6
Salamanca,NY,Sphere,2013-06-21,22:38:00,Friday,21,6
Richmond,KY,Triangle,2013-06-21,22:30:00,Friday,21,6
Wilmington,NC,Sphere,2013-06-21,22:30:00,Friday,21,6
Creekside,PA,Circle,2013-06-21,22:30:00,Friday,21,6
San Francisco,CA,Light,2013-06-21,22:24:00,Friday,21,6
Prospect Heights,IL,Sphere,2013-06-21,22:00:00,Friday,21,6
El Cajon,CA,Triangle,2013-06-21,22:00:00,Friday,21,6
Chicago,IL,Rectangle,2013-06-21,21:05:00,Friday,21,6
Bethlehem,PA,Fireball,2013-06-21,21:00:00,Friday,21,6
Houlton,ME,Fireball,2013-06-21,18:00:00,Friday,21,6
Milan,NM,Circle,2013-06-21,04:25:00,Friday,21,6
Tacoma,WA,Fireball,2013-06-21,01:21:00,Friday,21,6
Westminster,CA,Light,2013-06-20,23:50:00,Thursday,20,6
Huron,SD,Light,2013-06-20,23:05:00,Thursday,20,6
West Deptford,NJ,Fireball,2013-06-20,22:20:00,Thursday,20,6
Oak Island,NC,Formation,2013-06-20,22:15:00,Thursday,20,6
North Myrtle Beach,SC,Light,2013-06-20,22:12:00,Thursday,20,6
North Myrtle Beach,SC,Fireball,2013-06-20,22:10:00,Thursday,20,6
Beach Haven West,NJ,Light,2013-06-20,22:00:00,Thursday,20,6
Canterbury,NH,Light,2013-06-20,22:00:00,Thursday,20,6
Canterbury,NH,Triangle,2013-06-20,22:00:00,Thursday,20,6
Patchogue,NY,Light,2013-06-20,22:00:00,Thursday,20,6
Ooltewah,TN,Formation,2013-06-20,22:00:00,Thursday,20,6
North Myrtle Beach,SC,Light,2013-06-20,21:40:00,Thursday,20,6
Garden City,SC,Light,2013-06-20,21:30:00,Thursday,20,6
Berlin,NH,Circle,2013-06-20,21:00:00,Thursday,20,6
Cherry Grove,SC,Light,2013-06-20,21:00:00,Thursday,20,6
North Conway,NH,Light,2013-06-20,21:00:00,Thursday,20,6
Cincinnati,OH,Light,2013-06-20,18:50:00,Thursday,20,6
Albuquerque,NM,Circle,2013-06-20,12:00:00,Thursday,20,6
Stuart,IA,Light,2013-06-19,23:49:00,Wednesday,19,6
Lafayette,IN,Light,2013-06-19,23:06:00,Wednesday,19,6
Lincoln,NE,Circle,2013-06-19,22:45:00,Wednesday,19,6
Pigeon Forge,TN,Fireball,2013-06-19,22:30:00,Wednesday,19,6
Hazleton,PA,Other,2013-06-19,22:17:00,Wednesday,19,6
Long Beach,CA,Circle,2013-06-19,22:15:00,Wednesday,19,6
Nags Head,NC,Triangle,2013-06-19,21:50:00,Wednesday,19,6
Natrona Heights,PA,Circle,2013-06-19,21:30:00,Wednesday,19,6
Safford,AZ,Light,2013-06-19,21:30:00,Wednesday,19,6
